name,rest_id,city,area,cuisine,cost_for_two,del_time,max_del_time,min_del_time,loc,disc_meta,disc_type,disc_op_type,fee,menu_link
New Punjabi Food Corner,25309,1,Electronic City,['North Indian'],30000,43,43,43,Doggathogur,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Parathe Ghar Ke,50837,1,Bellandur Sarjapur,['North Indian'],10000,43,43,43,bellandur,10% off | Use SWIGGYIT,Percentage,RESTAURANT,4000,
Lassi Magic,121709,1,Kudlu Gate,"['American', 'Desserts', 'Fast Food', 'Beverages']",10500,43,43,43,Kudlu_gate,,,,2500,
AL-BEK,250760,1,HSR,['Tandoor'],50000,43,43,43,HSR,,,,2800,
Frosty Fills,107477,1,Bellandur Sarjapur,['Desserts'],20000,43,43,43,Bellandur/Sarjapur,,,,4000,
Nanda Gokula Family Restaurant,302847,1,Electronic City,['Indian'],20000,43,43,43,Electronic City,,,,4000,
Laddoos,3223,1,Bellandur Sarjapur,"['North Indian', 'Chaat', 'Snacks', 'Sweets', 'Desserts']",20000,43,43,43,Adjacent To Ganesh Temple,,,,5000,
Maharaja Thali,235994,1,Bellandur Sarjapur,"['North Indian', 'Thalis', 'Beverages']",40000,43,43,43,OYO Townhouse 159 Sarjapur,,,,5000,
Wow! China by Wow! Momo,248787,1,HSR,"['Tibetan', 'Fast Food', 'Chinese', 'Snacks', 'Continental', 'Desserts']",30000,44,44,44,Kitchen HSR Layout,50% off | Use SPECIALS,Percentage,RESTAURANT,2800,
Dock Frost'd,262070,1,Bellandur Sarjapur,"['Desserts', 'Ice Cream', 'Beverages']",30000,44,44,44,Bellandur Sarjapur,40% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
The Nosh House,43850,1,Bellandur Sarjapur,"['American', 'Continental', 'Italian', 'Mediterranean', 'Bakery', 'Salads', 'Desserts', 'Beverages', 'Snacks', 'Asian']",80000,44,44,44,Sarjapur,40% off | Use HEALTHHUB,Percentage,RESTAURANT,0,
"No Sugar, All Goodness - By Artinci",259658,1,HSR,"['Desserts', 'Ice Cream', 'Keto', 'Healthy Food', 'Beverages', 'Snacks']",20000,44,44,44,HSR,40% off | Use HEALTHHUB,Percentage,RESTAURANT,4000,
Soup Station,264707,1,Bellandur Sarjapur,"['Continental', 'Healthy Food']",30000,44,44,44,Bellandur Sarjapur,40% off | Use HEALTHHUB,Percentage,RESTAURANT,4000,
nu.tree,39388,1,Bellandur Sarjapur,"['Chinese', 'Healthy Food', 'North Indian']",30000,44,44,44,Shri Balaji Layout,40% off | Use HEALTHHUB,Percentage,RESTAURANT,0,
Zomoz - The Momo Company,334868,1,Bellandur Sarjapur,"['Tibetan', 'Chinese', 'Asian', 'Fast Food', 'Street Food']",20000,44,44,44,Kaikondrahalli,30% off | Use SWIGGYIT,Percentage,RESTAURANT,4000,
Ludos Pizza,303588,1,HSR,"['Pizzas', 'Italian', 'Continental', 'Fast Food']",40000,44,44,44,HSR,25% off on all orders,Percentage,RESTAURANT,2800,
Garage Food Company,59187,1,HSR,['Chinese'],25000,44,44,44,HSR,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Habibi Falafel,256637,1,BTM,"['Mediterranean', 'Lebanese', 'Fast Food', 'Middle Eastern', 'Arabian']",30000,44,44,44,BTM,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Absolute Shawarma,55447,1,Bellandur Sarjapur,"['Arabian', 'Mexican']",14000,44,44,44,Marathahalli,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Mirchies,303618,1,HSR,"['Indian', 'Combo', 'North Indian', 'Chinese']",25000,44,44,44,Mangammanapalya,10% off on orders above ₹90,Percentage,RESTAURANT,2800,
Sardarji Ka Dhaba,193317,1,HSR,"['North Indian', 'Punjabi']",25000,44,44,44,Muneswara Nagar,,,,4000,
Kebabji,318141,1,Electronic City,"['North Indian', 'Fast Food', 'Mughlai']",30000,44,44,44,Electronic City,,,,5000,
Paratha Maharaj,203785,1,Kudlu Gate,"['North Indian', 'Punjabi']",20000,45,45,45,Kudlu Gate,50% off on all orders,Percentage,RESTAURANT,2800,
Biryani Tales,318123,1,Electronic City,"['Biryani', 'Indian', 'Kebabs']",30000,45,45,45,Electronic City,50% off | Use SWIGGYIT,Percentage,RESTAURANT,5000,
Kebarbiq - Grill your Hunger,176327,1,HSR,"['Indian', 'Arabian', 'Chinese', 'Pizzas', 'Barbecue', 'Continental', 'Beverages', 'Combo', 'Italian', 'Desserts', 'Juices', 'Grill']",50000,45,45,45,FFK Tower,40% off | Use SWIGGYIT,Percentage,RESTAURANT,2800,
Foodies,231174,1,HSR,"['Chinese', 'North Indian', 'Punjabi', 'Tandoor']",25000,45,45,45,Koramangala,40% off | Use SWIGGYIT,Percentage,RESTAURANT,4000,
UBQ by Barbeque Nation,126298,1,Bellandur Sarjapur,"['North Indian', 'Mughlai', 'Seafood', 'Biryani', 'Desserts', 'Kebabs']",25000,45,45,45,Sarjapur,40% off | Use SWIGGYIT,Percentage,RESTAURANT,4000,
Stonedzone,125208,1,Electronic City,['Desserts'],30000,45,45,45,Electronic City,40% off | Use SWIGGYIT,Percentage,RESTAURANT,4000,
Green Gobbles,295054,1,Bellandur Sarjapur,"['Keto', 'Healthy Food', 'Oriental', 'North Indian', 'Home Food', 'Indian']",30000,45,45,45,Bellandur Sarjapur,40% off | Use SWIGGYIT,Percentage,RESTAURANT,5000,
New kabab zone,123818,1,HSR,"['Chinese', 'South Indian', 'North Indian', 'Fast Food', 'Seafood', 'Hyderabadi']",30000,45,45,45,Arekere,30% off on all orders,Percentage,RESTAURANT,4000,
Tawa ghar ka,37401,1,HSR,"['Chinese', 'North Indian']",30000,45,45,45,HSR,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Momo Station,257835,1,Bellandur Sarjapur,"['Chinese', 'Snacks']",25000,45,45,45,Bellandur Sarjapur,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
McDonald's Gourmet Burger Collection,312910,1,HSR,"['American', 'Continental', 'Fast Food', 'Desserts', 'Beverages']",60000,45,45,45,HSR Layout,20% off | Use SWIGGYIT,Percentage,RESTAURANT,2800,
Banashankari Donne Biryani,238082,1,Arekere,"['Biryani', 'Kebabs', 'South Indian', 'Chinese']",19900,45,45,45,Kudlu Gate,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Mast Marathi,195872,1,HSR,"['Maharashtrian', 'Fast Food', 'North Indian', 'Beverages']",30000,45,45,45,HSR,15% off on orders above ₹299,Percentage,RESTAURANT,2800,
NAMMA ADDA,328222,1,HSR,['Indian'],35000,45,45,45,HSR,,,,2800,
Foody Station,134492,1,Bellandur Sarjapur,"['North Indian', 'South Indian', 'Chinese', 'Fast Food']",20000,45,45,45,"Doddakanneli, Sarjapur Road",,,,6000,
Bengali Fun Foods,71298,1,BTM,['North Indian'],30000,46,46,46,BTM 2nd stage,40% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Happy Days,93589,1,Electronic City,"['Chinese', 'South Indian', 'North Indian', 'Desserts', 'Fast Food', 'Andhra', 'Beverages', 'Mughlai', 'Seafood', 'Punjabi', 'Hyderabadi']",30000,46,46,46,Electronic city,30% off on orders above ₹189,Percentage,RESTAURANT,2500,
7 Days Restaurant,42749,1,Electronic City,"['Arabian', 'Biryani', 'Chinese', 'Desserts', 'North Indian']",35000,46,46,46,Konappana Agrahara,30% off | Use SWIGGYIT,Percentage,RESTAURANT,4000,
Seven Ate Nine,105806,1,HSR,"['Continental', 'American', 'Pizzas', 'Indian', 'South Indian']",50000,46,46,46,HSR layout,25% off | Use JUMBO,Percentage,RESTAURANT,2800,
Momo Rice Noodles,51542,1,Bellandur Sarjapur,"['Chinese', 'Thai']",35000,46,46,46,bellandur,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
O4H - Order For Health,252060,1,Bellandur Sarjapur,"['Healthy Food', 'Salads', 'Mediterranean']",40000,46,46,46,Bellandur Sarjapur,20% off | Use SWIGGYIT,Percentage,RESTAURANT,5000,
Brunch Hub,307521,1,Bellandur Sarjapur,"['Snacks', 'Fast Food', 'Healthy Food']",15000,46,46,46,Bellandur Sarjapur,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
McDonald's,23690,1,Bellandur Sarjapur,['Fast Food'],40000,46,46,46,ORR Central Mall,10% off | Use JUMBO,Percentage,RESTAURANT,4000,
Sector 7 Cafe,14415,1,HSR,['Continental'],60000,46,46,46,HSR Layout Sector 7,,,,2800,
Kairali Restaurant,55737,1,Bellandur Sarjapur,['South Indian'],20000,46,46,46,Bellandur/Sarjapur - Bangalore,,,,5000,
Kerala Mess Upahar,41491,1,Bellandur Sarjapur,"['Chettinad', 'South Indian', 'Kerala']",30000,46,46,46,Outer ring road,,,,5000,
Onesta,336826,1,HSR,"['Italian', 'Desserts', 'Pizzas']",20000,47,47,47,"1st Sector, HSR",Extra ₹30 Cashback,FLAT_CASHBACK,RESTAURANT,2800,
Das ka Ghar,150919,1,HSR,"['Bengali', 'Biryani', 'North Indian', 'Sweets']",40000,47,47,47,Roopena Agrahara NGR layout,50% off on all orders,Percentage,RESTAURANT,4000,
Punjabi Dhaba,46489,1,HSR,"['North Indian', 'Chinese']",35000,47,47,47,Vivek Nagar,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Little Italy,16036,1,Bellandur Sarjapur,"['Pizzas', 'Salads', 'Combo', 'Italian', 'Mexican', 'Desserts', 'Beverages']",85000,47,47,47,Sarjapur Road,50% off | Use SWIGGYIT,Percentage,RESTAURANT,4000,
Dande's Hyderabad Biryani,59676,1,Arekere,"['Biryani', 'Chinese', 'North Indian', 'Desserts', 'Andhra', 'Beverages', 'Seafood', 'Hyderabadi']",60000,47,47,47,Vijaya Bank Layout,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Veg Meals Express,323281,1,Electronic City,"['Indian', 'North Indian', 'Thalis', 'Beverages']",25000,47,47,47,Electronic City,50% off | Use SWIGGYIT,Percentage,RESTAURANT,5000,
Meal Studio,231676,1,Electronic City,"['North Indian', 'Indian', 'Combo', 'Desserts', 'Beverages', 'Home Food', 'Healthy Food', 'South Indian', 'Thalis']",30000,47,47,47,Electronic City,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Punjabi Meal Express,340892,1,HSR,['North Indian'],25000,47,47,47,HSR,40% off | Use SWIGGYIT,Percentage,RESTAURANT,2800,
Bathinda Dine,58798,1,Bellandur Sarjapur,"['North Indian', 'Punjabi', 'Snacks', 'Combo', 'Desserts', 'Beverages']",25000,47,47,47,Outer Ring Road,40% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Ice Scoop,240468,1,Arekere,['Indian'],20000,47,47,47,"Temple Road, Behind Star Market",40% off | Use SWIGGYIT,Percentage,RESTAURANT,5000,
MANOJ GOWDRU MANE MUDDE OOTA,252479,1,Arekere,"['Biryani', 'South Indian']",19900,47,47,47,Arekere,30% off on orders above ₹99,Percentage,RESTAURANT,4000,
The Kitchen Story,186127,1,Bellandur Sarjapur,"['Chinese', 'North Indian', 'Snacks']",25000,47,47,47,Junnasandra,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Kumarakom,295,1,HSR,"['Kerala', 'South Indian']",30000,47,47,47,Sector 4,10% off | Use SWIGGYIT,Percentage,RESTAURANT,2800,
99 VARIETY DOSA AND PAV BHAJI,255461,1,HSR,['South Indian'],30000,47,47,47,HSR Layout,,,,2800,
Bihar Ki Shan,94371,1,HSR,"['Chinese', 'North Indian']",30000,47,47,47,1St sector,,,,2800,
Chianti,175860,1,Bellandur Sarjapur,['Italian'],125000,47,47,47,"AMBALIPURA(V), Bellandur",,,,4000,
Just Bake - Cakes & confectioners,35891,1,BTM,"['Desserts', 'Bakery']",30000,47,47,47,BTM 2nd stage,,,,6000,
Yumlane Biryani,282216,1,Electronic City,"['Mughlai', 'Biryani']",40000,48,48,48,Electronic City,60% off | Use DEAL60,Percentage,RESTAURANT,4000,
The Foody Station,333648,1,Bellandur Sarjapur,"['American', 'Continental', 'Fast Food', 'Snacks']",15000,48,48,48,Bellandur Sarjapur,50% off | Use SWIGGYIT,Percentage,RESTAURANT,5000,
Cakebuy,38596,1,BTM,"['Desserts', 'Bakery', 'Ice Cream']",40000,48,48,48,Billekahalli,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Curry On Tikka,332520,1,HSR,"['North Indian', 'Punjabi', 'Mughlai', 'Thalis', 'Tandoor', 'Biryani', 'Beverages']",35000,48,48,48,HSR,40% off | Use SWIGGYIT,Percentage,RESTAURANT,2800,
Pallavi Restaurant (Authentic taste from Gulbarga),218165,1,Arekere,"['North Indian', 'Chinese', 'Biryani']",25000,48,48,48,Begur,40% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Creamvilla-Ice creams and Desserts,78174,1,Bellandur Sarjapur,"['Ice Cream', 'Desserts', 'Snacks', 'American', 'Chinese']",25000,48,48,48,Carmelaram Road,40% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Chai Days,208896,1,BTM,['Snacks'],25000,48,48,48,BTM,40% off | Use HEALTHHUB,Percentage,RESTAURANT,0,
SNACKS MANDI,203283,1,Electronic City,['Kebabs'],25000,48,48,48,Electronic City,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Chai Resto,118261,1,Electronic City,"['North Indian', 'Fast Food', 'Beverages']",15000,48,48,48,phase 1,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Karun Tummy,240531,1,Electronic City,"['North Indian', 'Fast Food']",30000,48,48,48,Electronic City,25% off | Use SWIGGYIT,Percentage,RESTAURANT,4000,
Lassi Empire,133223,1,Arekere,"['Juices', 'Beverages']",9000,48,48,48,Akshaya Nagar,20% off | Use SWIGGYIT,Percentage,RESTAURANT,5000,
Five Star,165897,1,Kudlu Gate,['Fast Food'],30000,48,48,48,Manjunath Nagar,,,,2800,
Shakes Planet,151150,1,Electronic City,['Beverages'],25000,48,48,48,"abbaiah reddy street , electronic city phase I",,,,4000,
Maroosh,318178,1,Electronic City,"['North Indian', 'Lebanese', 'Fast Food']",30000,48,48,48,Electronic City,,,,5000,
Biryani Empire,256248,1,Arekere,['Indian'],25000,48,48,48,Arekere,,,,5000,
Cakes Wagon,74165,1,Electronic City,"['Desserts', 'Bakery', 'Ice Cream', 'Beverages']",30000,49,49,49,PHASE 1,50% off | Use SWIGGYIT,Percentage,RESTAURANT,4000,
Burger King Gold Collection,259635,1,Bellandur Sarjapur,"['American', 'Fast Food']",35000,49,49,49,Bellandur,50% off | Use SPECIALS,Percentage,RESTAURANT,5000,
JENIS RESTAURANT,335579,1,Kudlu Gate,"['Indian', 'Chinese', 'Tandoor', 'Kebabs', 'Biryani']",25000,49,49,49,Kudlu Gate,40% off on orders above ₹200,Percentage,RESTAURANT,2500,
The Jalsa by Nanumal Bhojraaj,341008,1,HSR,"['North Indian', 'Snacks', 'Biryani']",30000,49,49,49,HSR,40% off | Use SWIGGYIT,Percentage,RESTAURANT,2800,
Just Bake - Cakes & confectioners,35893,1,BTM,"['Desserts', 'Bakery']",30000,49,49,49,BTM 1st stage,40% off | Use HEALTHHUB,Percentage,RESTAURANT,6000,
Ruposhi Bangla,55734,1,Electronic City,['North Indian'],40000,49,49,49,Electronic City,30% off on orders above ₹249,Percentage,RESTAURANT,4000,
ZAATAR BENGALURU,277706,1,Bellandur Sarjapur,"['Arabian', 'Biryani', 'North Indian']",40000,49,49,49,Bellandur Sarjapur,30% off on orders above ₹149,Percentage,RESTAURANT,5000,
Palkis,191053,1,Bellandur Sarjapur,"['Chinese', 'North Indian', 'Tandoor']",20000,49,49,49,Bellandur- Sarjapur,30% off on all orders,Percentage,RESTAURANT,4000,
Svadu Pure Ghee Sweets,33734,1,BTM,"['Desserts', 'Fast Food', 'Sweets', 'Chaat']",20000,49,49,49,1st Stage,30% off | Use SWIGGYIT,Percentage,RESTAURANT,6000,
Truffles,47603,1,Bellandur Sarjapur,"['American', 'Beverages', 'Cafe', 'Continental', 'Desserts', 'Italian']",45000,49,49,49,Green Glen Layout,30% off | Use JUMBO,Percentage,RESTAURANT,0,
Snacks Way,174811,1,Arekere,['Beverages'],10000,49,49,49,"Akshaya Nagar , Begur - Hullimavu Road",25% off | Use SWIGGYIT,Percentage,RESTAURANT,5000,
World on a Swirl,59898,1,Arekere,"['Ice Cream', 'Bakery', 'Desserts', 'Fast Food', 'Beverages']",18000,49,49,49,arekere,20% off on orders above ₹149,Percentage,RESTAURANT,5000,
Masala Mandi,333725,1,Bellandur Sarjapur,['Indian'],60000,49,49,49,Bellandur Sarjapur,20% off | Use SWIGGYIT,Percentage,RESTAURANT,5000,
McDonald's,200751,1,Bellandur Sarjapur,['Fast Food'],40000,49,49,49,RMZ Ecospace,10% off | Use JUMBO,Percentage,RESTAURANT,5000,
Chinese And Thai Restaurant,336190,1,Bellandur Sarjapur,"['Chinese', 'Thai']",35000,49,49,49,Kasavanahalli,,,,2800,
Byg Brewski Brewing Company,12394,1,Bellandur Sarjapur,"['Indian', 'Chinese', 'European', 'Tandoor', 'Asian', 'Pizzas', 'Mexican', 'Desserts']",40000,49,49,49,Kaikondrahalli,,,,4000,
Theeram Family Restaurant,67035,1,Bellandur Sarjapur,"['Chinese', 'South Indian', 'North Indian', 'Kerala', 'Seafood']",40000,49,49,49,Sarjapur,,,,6000,
Gyaani Da Punjabi Dhaba,383,1,BTM,['North Indian'],50000,49,49,49,2nd Stage,,,,6000,
Lazzet Lee,111177,1,BTM,['North Indian'],40000,49,49,49,BTM 2nd Stage,,,,6000,
Roll Rutba,313824,1,HSR,"['Fast Food', 'Beverages']",20000,50,50,50,Mangammanapalya,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2800,
Chaap Wale,238072,1,Bellandur Sarjapur,"['North Indian', 'Punjabi', 'Snacks', 'Desserts', 'Beverages', 'Combo']",25000,50,50,50,Bellandur Sarjapur,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Momoz,236943,1,Bellandur Sarjapur,['Chinese'],45000,50,50,50,Bellandur Sarjapur,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Hungeroo,177502,1,Electronic City,"['Pizzas', 'Italian', 'Desserts', 'Fast Food']",50000,50,50,50,electronic city phase 2,50% off | Use SWIGGYIT,Percentage,RESTAURANT,5000,
The Salad Studio,59152,1,Bellandur Sarjapur,"['Healthy Food', 'Salads', 'Cafe', 'Fast Food', 'Beverages']",30000,50,50,50,Bellandur,40% off | Use HEALTHHUB,Percentage,RESTAURANT,5000,
SVADU - Pure Ghee Sweets,33736,1,BTM,"['Desserts', 'Fast Food', 'Sweets', 'Chaat']",20000,50,50,50,2nd Stage,30% off | Use SWIGGYIT,Percentage,RESTAURANT,6000,
Venu's Donne Biryani,42072,1,BTM,['Biryani'],30000,50,50,50,Chocolate Factory Road,30% off | Use JUMBO,Percentage,RESTAURANT,6000,
Burrito King,328447,1,HSR,['Mexican'],35000,50,50,50,HSR,25% off on all orders,Percentage,RESTAURANT,2800,
Hyderabad Magic,20256,1,Electronic City,"['North Indian', 'Chinese', 'Andhra']",30000,50,50,50,Near Tech Mahindra,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Swad E Punjab,40698,1,Electronic City,"['Biryani', 'Mughlai', 'North Indian']",50000,50,50,50,Infosys Gate-6,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Thali's Perfect,313777,1,Bellandur Sarjapur,"['North Indian', 'Thalis']",25000,50,50,50,Bellandur Sarjapur,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Butter and Sauce,339040,1,HSR,"['North Indian', 'Chinese']",40000,50,50,50,HSR,,,,2800,
Z cafe,107460,1,Electronic City,"['Chinese', 'Fast Food', 'Beverages']",30000,50,50,50,Electronic City,,,,4000,
Sri Bhagya Grand,22246,1,Arekere,"['South Indian', 'North Indian', 'Chinese', 'Desserts', 'Jain', 'Ice Cream', 'Fast Food', 'Beverages']",15000,50,50,50,Vijayabank layout,,,,6000,
Namaste Shanghai,160076,1,Electronic City,"['Chinese', 'Thai']",25000,51,51,51,Electronic City,Free Delivery | Use FREEDEL,FREE_DELIVERY,RESTAURANT,0,
Chinese BAE,217707,1,Electronic City,"['Chinese', 'Fast Food', 'Thai']",45000,51,51,51,Electronic City,60% off | Use DEAL60,Percentage,RESTAURANT,0,
Vegan Heat,46646,1,HSR,"['Healthy Food', 'Italian', 'South Indian', 'Desserts', 'Continental', 'Jain', 'American', 'Salads', 'Thai']",25500,51,51,51,Koramangala,50% off on all orders,Percentage,RESTAURANT,4000,
Smoke House Deli,153056,1,Bellandur Sarjapur,"['European', 'Italian', 'American', 'Pastas', 'Salads', 'Juices', 'Desserts', 'Combo']",80000,51,51,51,Doddakannelli,50% off | Use SWIGGYIT,Percentage,RESTAURANT,4000,
Sarjapur Social,80864,1,Bellandur Sarjapur,"['Indian', 'Chinese', 'South Indian', 'American', 'Fast Food', 'Kebabs', 'Mughlai', 'Biryani', 'Combo']",60000,51,51,51,Doddakannelli,50% off | Use SWIGGYIT,Percentage,RESTAURANT,4000,
Call A Cake,45196,1,BTM,['Desserts'],30000,51,51,51,old Madiwala,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Momoz,236943,1,Bellandur Sarjapur,['Chinese'],45000,51,51,51,Bellandur Sarjapur,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Abhiruchi Hotel,20935,1,BTM,"['Chinese', 'Hyderabadi', 'Biryani', 'Indian', 'South Indian', 'Andhra', 'Tandoor']",25000,51,51,51,BTM,45% off on orders above ₹250,Percentage,RESTAURANT,5000,
Pepe's Pizza,142313,1,Bellandur Sarjapur,"['Pizzas', 'Healthy Food', 'Italian', 'Continental', 'American', 'Fast Food', 'Beverages', 'Desserts']",20000,51,51,51,Bellandur Grama,40% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Lassi Resto Cafe,47749,1,Electronic City,"['Desserts', 'Fast Food', 'Beverages']",10000,51,51,51,Electronic City,40% off | Use SWIGGYIT,Percentage,RESTAURANT,4000,
Banashankari Donne Biryani,258974,1,Arekere,"['Biryani', 'Kebabs', 'South Indian']",19900,51,51,51,Arekere,30% off on orders above ₹99,Percentage,RESTAURANT,4000,
Lassi Paradise,128746,1,Electronic City,['Cafe'],15000,51,51,51,Dodda thogur,30% off on orders above ₹129,Percentage,RESTAURANT,4000,
